time,x_pixel,y_pixel
2020/09/17 11:04:21,858.8,120.7
2020/09/17 11:04:41,962.9,119.3
2020/09/17 11:04:58,907.6,264.8
2020/09/17 11:05:07,914.0,213.5
2020/09/17 11:05:09,971.8,57.5
2020/09/17 11:05:09,999.1,66.9
2020/09/17 11:05:10,953.0,68.3
2020/09/17 11:05:11,958.3,63.0
2020/09/17 11:05:11,940.0,54.0
2020/09/17 11:05:12,920.1,64.9
2020/09/17 11:05:12,883.2,61.1
2020/09/17 11:05:13,883.0,57.7
2020/09/17 11:05:13,866.3,61.1
2020/09/17 11:05:14,848.9,61.5
2020/09/17 11:05:14,837.6,65.3
2020/09/17 11:05:15,825.0,62.6
2020/09/17 11:05:15,797.5,63.7
2020/09/17 11:05:16,772.2,64.7
2020/09/17 11:05:17,751.0,68.2
2020/09/17 11:05:17,705.3,75.4
2020/09/17 11:05:18,696.8,75.5
2020/09/17 11:05:18,668.6,93.9
2020/09/17 11:05:19,672.4,107.7
2020/09/17 11:05:19,654.3,114.5
2020/09/17 11:05:20,636.5,123.3
2020/09/17 11:05:21,589.3,160.8
2020/09/17 11:05:21,596.4,191.7
2020/09/17 11:05:22,605.1,194.9
2020/09/17 11:05:23,565.1,204.5
2020/09/17 11:05:23,591.0,193.5
2020/09/17 11:05:24,575.2,206.0
2020/09/17 11:05:24,539.1,204.9
2020/09/17 11:05:25,533.5,225.6
2020/09/17 11:05:26,513.2,220.6
2020/09/17 11:05:26,503.5,210.0
2020/09/17 11:05:27,476.7,208.5
2020/09/17 11:05:28,473.7,225.9
2020/09/17 11:05:28,461.3,242.5
2020/09/17 11:05:29,435.0,220.3
2020/09/17 11:05:31,413.5,227.2
2020/09/17 11:05:32,413.0,256.5
2020/09/17 11:05:33,404.4,284.6
2020/09/17 11:05:34,399.2,286.9
2020/09/17 11:05:34,418.0,320.4
2020/09/17 11:05:35,422.3,351.3
2020/09/17 11:05:36,445.0,367.8
2020/09/17 11:05:36,465.1,368.7
2020/09/17 11:05:37,491.1,362.8
2020/09/17 11:05:37,519.8,358.3
2020/09/17 11:05:38,552.1,357.3
2020/09/17 11:05:38,574.8,342.5
2020/09/17 11:05:39,606.3,339.4
2020/09/17 11:05:39,645.8,326.0
