time,x_pixel,y_pixel
2020/09/16 08:10:01,849.2,213.3
2020/09/16 08:10:06,964.4,217.6
2020/09/16 08:10:06,1095.2,354.7
2020/09/16 08:10:09,1096.7,355.7
2020/09/16 08:10:11,1094.7,354.0
2020/09/16 08:10:13,1089.5,355.2
2020/09/16 08:10:13,1093.2,362.8
2020/09/16 08:10:14,1099.5,364.9
2020/09/16 08:10:16,1094.4,360.2
2020/09/16 08:10:16,1097.8,360.0
2020/09/16 08:10:17,1094.9,355.4
2020/09/16 08:10:17,1094.3,357.4
2020/09/16 08:10:18,1095.2,357.4
2020/09/16 08:10:20,1094.9,356.5
2020/09/16 08:10:22,1094.8,356.4
2020/09/16 08:10:24,1098.2,352.6
2020/09/16 08:10:26,1093.2,356.2
2020/09/16 08:10:26,1098.4,354.4
2020/09/16 08:10:31,1030.7,334.0
2020/09/16 08:10:34,962.4,215.9
2020/09/16 08:10:37,1089.6,363.4
2020/09/16 08:10:37,1084.8,369.9
2020/09/16 08:10:38,1095.3,352.6
2020/09/16 08:10:38,1094.1,356.9
2020/09/16 08:10:39,1106.8,356.0
2020/09/16 08:10:39,1118.5,352.7
2020/09/16 08:10:40,1104.1,343.4
2020/09/16 08:10:41,1103.0,349.2
2020/09/16 08:10:42,1096.1,347.2
2020/09/16 08:10:42,1092.0,360.4
2020/09/16 08:10:43,1144.4,363.5
2020/09/16 08:10:43,1093.4,364.3
2020/09/16 08:10:44,1093.4,358.2
2020/09/16 08:10:45,1102.7,337.6
2020/09/16 08:10:45,1087.8,335.5
2020/09/16 08:10:46,1082.7,372.8
2020/09/16 08:10:47,1084.8,362.5
2020/09/16 08:10:48,1082.8,367.6
2020/09/16 08:10:48,1080.4,365.6
2020/09/16 08:10:49,1083.8,356.3
2020/09/16 08:10:49,1088.4,348.8
2020/09/16 08:10:50,1092.5,338.9
2020/09/16 08:10:51,1094.1,331.5
2020/09/16 08:10:52,1097.2,324.8
2020/09/16 08:10:52,1078.1,278.4
2020/09/16 08:10:53,1099.1,317.5
2020/09/16 08:10:54,1100.7,316.6
2020/09/16 08:10:54,1079.0,359.6
2020/09/16 08:10:55,1080.1,348.7
2020/09/16 08:10:55,1082.0,331.4
2020/09/16 08:10:56,1085.2,331.2
2020/09/16 08:10:56,1081.4,329.7
2020/09/16 08:10:59,1102.2,322.9
2020/09/16 08:10:59,1097.6,308.7
2020/09/16 08:11:12,1004.3,251.9
2020/09/16 08:11:12,1071.7,310.9
2020/09/16 08:11:16,1036.6,305.3
2020/09/16 08:11:19,1099.0,312.1
2020/09/16 08:11:21,987.7,265.9
2020/09/16 08:11:24,1086.0,325.3
2020/09/16 08:11:25,1088.3,319.8
2020/09/16 08:11:28,1098.4,310.6
2020/09/16 08:11:29,1103.6,304.8
2020/09/16 08:11:29,1106.7,309.1
2020/09/16 08:11:31,1099.5,330.7
2020/09/16 08:11:32,1105.1,310.4
2020/09/16 08:11:33,1102.9,305.9
2020/09/16 08:11:33,1051.7,243.1
2020/09/16 08:11:34,1115.7,313.9
2020/09/16 08:11:34,1125.2,335.4
2020/09/16 08:11:35,1095.2,394.4
2020/09/16 08:11:36,1106.7,350.6
2020/09/16 08:11:36,1139.1,291.4
2020/09/16 08:11:37,1092.2,348.7
2020/09/16 08:11:38,1076.8,313.3
2020/09/16 08:11:39,1114.3,306.4
2020/09/16 08:11:39,1117.0,350.3
2020/09/16 08:11:40,1108.6,293.3
2020/09/16 08:11:40,1104.0,305.1
2020/09/16 08:11:41,1132.3,331.9
2020/09/16 08:11:42,1110.3,335.8
2020/09/16 08:11:42,1098.8,355.4
2020/09/16 08:11:43,1114.4,323.3
2020/09/16 08:11:44,1127.0,243.0
2020/09/16 08:11:44,1138.5,252.5
2020/09/16 08:11:45,1119.1,283.3
2020/09/16 08:11:45,1111.4,303.8
2020/09/16 08:11:46,1127.1,282.3
2020/09/16 08:11:47,1105.5,310.6
2020/09/16 08:11:47,1107.0,283.6
2020/09/16 08:11:48,1127.5,239.9
2020/09/16 08:11:49,1131.1,248.5
2020/09/16 08:11:49,1113.1,270.2
2020/09/16 08:11:50,1149.5,231.4
2020/09/16 08:11:50,1132.8,213.9
2020/09/16 08:11:51,1138.7,193.2
2020/09/16 08:11:51,1149.6,213.0
2020/09/16 08:11:52,1150.7,278.1
2020/09/16 08:11:52,1144.1,262.6
2020/09/16 08:11:53,1140.1,265.1
2020/09/16 08:11:54,1134.1,264.7
2020/09/16 08:11:55,1130.3,221.4
2020/09/16 08:11:55,1131.5,254.3
2020/09/16 08:11:56,1132.9,234.2
2020/09/16 08:11:57,1137.8,214.8
2020/09/16 08:11:57,1139.1,221.1
2020/09/16 08:11:58,1132.6,200.2
2020/09/16 08:11:59,1132.9,207.4
2020/09/16 08:11:59,1143.0,196.1
2020/09/16 08:12:00,1138.3,201.5
2020/09/16 08:12:02,1127.8,213.3
2020/09/16 08:12:02,1124.9,199.4
2020/09/16 08:12:03,1123.8,199.2
2020/09/16 08:12:03,1123.2,198.9
2020/09/16 08:12:04,1123.8,189.0
2020/09/16 08:12:04,1120.1,160.4
2020/09/16 08:12:16,1081.5,189.5
2020/09/16 08:12:28,903.1,261.6
2020/09/16 08:13:12,893.9,117.6
2020/09/16 08:13:38,871.1,163.5
2020/09/16 08:13:42,855.2,192.1
2020/09/16 08:14:13,921.2,211.3
2020/09/16 08:14:55,956.9,228.9
2020/09/16 08:15:03,926.7,172.8
2020/09/16 08:15:26,856.6,201.6
2020/09/16 08:15:42,899.7,252.5
2020/09/16 08:16:12,892.5,247.3
2020/09/16 08:16:37,959.9,229.1
2020/09/16 08:16:56,878.5,171.5
2020/09/16 08:17:02,946.8,267.9
2020/09/16 08:17:14,900.2,249.9
2020/09/16 08:17:39,931.5,135.6
2020/09/16 08:17:59,894.6,249.4
2020/09/16 08:18:15,910.8,214.3
2020/09/16 08:18:37,943.6,136.6
2020/09/16 08:18:53,931.2,135.0
2020/09/16 08:18:56,912.8,212.0
2020/09/16 08:19:28,921.8,176.0
2020/09/16 08:19:40,852.9,88.6
2020/09/16 08:20:00,917.6,211.5
2020/09/16 08:20:35,889.3,248.2
2020/09/16 08:21:09,888.1,249.8
2020/09/16 08:21:54,829.4,139.8
2020/09/16 08:22:55,914.1,171.0
2020/09/16 08:23:33,847.4,194.9
2020/09/16 08:23:57,861.8,157.6
2020/09/16 08:24:39,895.8,253.8
2020/09/16 08:24:44,897.6,253.6
2020/09/16 08:25:07,807.7,135.1
2020/09/16 08:26:01,866.2,194.8
2020/09/16 08:27:07,958.2,189.2
2020/09/16 08:27:14,909.3,208.7
2020/09/16 08:27:25,945.7,268.7
2020/09/16 08:27:55,829.8,136.4
2020/09/16 08:28:03,928.7,174.1
2020/09/16 08:28:18,885.0,250.8
2020/09/16 08:28:32,877.3,159.0
2020/09/16 08:29:15,895.5,249.8
2020/09/16 08:29:51,941.6,268.8
2020/09/16 08:29:57,923.6,172.7
2020/09/16 08:30:25,906.9,210.2
2020/09/16 08:30:32,937.3,215.9
2020/09/16 08:30:32,923.0,243.7
2020/09/16 08:30:33,933.2,255.5
2020/09/16 08:30:34,928.3,258.4
2020/09/16 08:30:35,925.3,264.6
2020/09/16 08:30:35,916.8,267.6
2020/09/16 08:30:36,908.9,290.1
2020/09/16 08:30:36,909.9,281.5
2020/09/16 08:30:37,909.2,270.4
2020/09/16 08:30:37,889.8,261.7
2020/09/16 08:30:38,863.9,256.1
2020/09/16 08:30:39,888.0,268.4
2020/09/16 08:30:39,844.4,267.5
2020/09/16 08:30:40,836.9,260.6
2020/09/16 08:30:41,863.7,284.7
2020/09/16 08:30:41,848.0,265.2
2020/09/16 08:30:42,842.0,252.4
2020/09/16 08:30:43,813.6,245.0
